transaction_id,amount,transaction_time,device_type,location,payment_method,merchant_category,transaction_frequency,account_age_days,avg_transaction_amount,failed_transactions_24h,is_international,device_change,is_fraud
7529,519.74,14,mobile,semi-urban,Credit Card,health,11,197,395.46,0,0,0,0
7530,7561.05,1,desktop,urban,Credit Card,fashion,25,115,1637.9,5,0,0,1
7531,238.53,21,tablet,urban,Net Banking,fashion,19,848,282.6,0,0,0,0
7532,110.07,15,mobile,rural,Credit Card,fashion,8,1469,129.19,0,0,0,0
7533,143.99,16,desktop,semi-urban,UPI,health,19,364,111.79,0,0,0,0
7534,903.94,17,tablet,semi-urban,UPI,fashion,16,505,906.45,0,0,0,0
7535,270.07,9,desktop,urban,Debit Card,health,13,812,215.0,0,0,0,0
7536,5297.72,2,desktop,semi-urban,Credit Card,health,22,48,2404.49,3,0,1,1
7537,1718.13,17,mobile,urban,Debit Card,fashion,9,900,1274.1,0,0,0,0
7538,548.47,13,mobile,urban,Debit Card,fashion,12,640,659.94,0,0,0,0
7539,644.31,23,mobile,semi-urban,UPI,gaming,21,243,697.42,0,1,0,0
7540,602.2,17,mobile,semi-urban,UPI,fashion,20,1213,406.13,0,0,0,0
7541,471.59,10,mobile,semi-urban,UPI,electronics,7,1034,536.65,0,0,0,0
7542,441.86,11,mobile,semi-urban,UPI,entertainment,16,1798,523.83,0,0,0,0
7543,1586.3,20,tablet,rural,Debit Card,recharge,15,131,966.61,0,0,0,0
7544,1350.46,14,tablet,urban,UPI,recharge,9,1198,1178.84,0,0,1,0
7545,1468.92,16,mobile,rural,Debit Card,electronics,25,157,1994.54,0,0,0,0
7546,421.67,15,desktop,urban,Debit Card,fashion,16,488,603.01,0,0,0,0
7547,201.12,20,mobile,urban,UPI,gaming,8,212,178.69,0,0,0,0
7548,822.07,8,mobile,semi-urban,UPI,entertainment,16,30,546.89,0,0,0,0
7549,1401.24,16,mobile,semi-urban,Credit Card,gaming,28,30,904.31,0,0,1,0
7550,523.03,11,mobile,urban,UPI,health,5,462,754.73,1,0,0,0
7551,431.96,12,desktop,semi-urban,UPI,entertainment,15,612,538.02,0,1,0,0
7552,1472.83,21,desktop,urban,UPI,travel,11,975,1516.62,0,0,0,0
7553,617.48,13,mobile,rural,UPI,fashion,22,343,576.57,0,0,0,0
7554,1953.86,18,desktop,urban,Net Banking,entertainment,8,1092,1936.61,0,0,0,0
7555,1213.23,23,mobile,semi-urban,Credit Card,education,10,789,1437.0,0,0,0,0
7556,27003.79,0,mobile,urban,Net Banking,health,56,196,13394.79,5,0,1,1
7557,3164.07,1,desktop,semi-urban,Debit Card,recharge,9,582,4488.96,0,0,0,0
7558,585.75,8,tablet,urban,Net Banking,electronics,12,1180,383.86,0,1,0,0
7559,649.93,17,mobile,semi-urban,Net Banking,groceries,10,668,783.14,0,0,0,0
7560,2206.85,3,desktop,rural,UPI,gaming,24,763,3227.56,0,0,0,0
7561,185.96,20,mobile,urban,Credit Card,education,16,30,225.66,0,0,0,0
7562,913.97,16,mobile,urban,Net Banking,food,19,716,720.11,1,0,0,0
7563,1090.62,7,desktop,urban,Paytm Wallet,fashion,13,489,1023.14,0,0,0,0
7564,319.53,20,mobile,semi-urban,UPI,groceries,19,853,294.16,1,0,0,0
7565,1151.99,14,mobile,urban,UPI,food,8,269,1118.65,1,0,0,0
7566,823.13,20,desktop,urban,Credit Card,groceries,12,592,1146.64,0,0,0,0
7567,444.33,18,mobile,rural,Credit Card,food,7,667,503.9,0,0,0,0
7568,436.97,9,desktop,semi-urban,UPI,food,25,30,295.83,0,0,0,0
7569,412.78,15,mobile,urban,Credit Card,travel,14,951,606.82,1,0,0,0
7570,258.58,9,tablet,rural,Net Banking,health,24,818,275.5,0,0,1,0
7571,855.07,18,mobile,rural,Credit Card,travel,8,95,651.24,1,0,0,0
7572,5029.54,20,mobile,semi-urban,Paytm Wallet,recharge,22,770,5390.71,0,0,0,0
7573,426.03,16,mobile,urban,UPI,entertainment,28,632,361.18,0,0,0,0
7574,832.0,12,mobile,rural,UPI,travel,6,30,1125.1,0,0,1,0
7575,181.91,13,mobile,urban,Debit Card,food,19,1023,150.67,1,1,0,0
7576,256.27,10,mobile,urban,Debit Card,health,6,98,207.67,0,0,0,0
7577,818.14,10,desktop,urban,Credit Card,fashion,15,30,1024.29,1,0,1,0
7578,181.38,17,mobile,rural,Paytm Wallet,groceries,24,30,163.31,1,0,0,0
7579,1115.88,13,mobile,semi-urban,Debit Card,fashion,11,1057,720.99,0,0,0,0
7580,620.8,9,desktop,urban,Paytm Wallet,electronics,2,1014,854.17,1,0,0,0
7581,4366.7,0,desktop,urban,Credit Card,gaming,10,310,5623.59,0,0,0,0
7582,1517.2,22,desktop,urban,Paytm Wallet,entertainment,38,44,635.53,5,0,0,1
7583,886.38,9,mobile,urban,Credit Card,health,24,684,553.94,0,0,0,0
7584,970.36,21,desktop,urban,Debit Card,education,12,1369,1187.24,0,1,0,0
7585,684.62,10,desktop,semi-urban,UPI,groceries,20,227,433.13,0,0,0,0
7586,1619.0,18,tablet,urban,Net Banking,fashion,12,641,1175.9,0,1,0,0
7587,428.54,7,mobile,semi-urban,UPI,entertainment,15,1212,576.82,0,0,0,0
7588,454.96,19,tablet,urban,Net Banking,fashion,14,798,332.02,0,0,0,0
7589,654.47,19,desktop,rural,Net Banking,health,11,677,663.84,1,0,0,0
7590,993.82,14,mobile,semi-urban,Net Banking,gaming,1,666,1146.39,1,0,0,0
7591,301.14,14,mobile,semi-urban,UPI,electronics,24,333,450.16,0,0,0,0
7592,1655.11,3,mobile,semi-urban,UPI,education,13,86,1253.18,0,0,0,0
7593,122.41,17,mobile,urban,Credit Card,health,11,749,97.71,0,0,1,0
7594,341.85,16,mobile,urban,Debit Card,electronics,6,34,381.09,0,0,0,0
7595,818.2,15,desktop,semi-urban,Debit Card,health,15,1049,503.19,0,0,0,0
7596,287.65,12,mobile,urban,Debit Card,entertainment,16,390,179.73,0,0,1,0
7597,717.76,12,mobile,urban,Credit Card,entertainment,18,528,601.01,0,0,0,0
7598,13974.15,19,mobile,semi-urban,Paytm Wallet,recharge,47,50,3474.59,3,0,1,1
7599,1028.76,17,desktop,urban,UPI,recharge,8,1082,1347.48,0,0,0,0
7600,2123.83,12,mobile,urban,Credit Card,entertainment,11,1072,2154.34,0,0,0,0
7601,488.47,8,tablet,rural,Debit Card,recharge,8,306,573.09,0,1,0,0
7602,768.13,17,tablet,rural,UPI,education,9,317,935.94,1,0,0,0
7603,771.15,18,mobile,semi-urban,Net Banking,groceries,13,30,824.88,0,0,0,0
7604,5981.7,6,tablet,urban,Net Banking,fashion,29,431,1852.94,3,1,1,1
7605,1589.44,23,desktop,semi-urban,UPI,electronics,8,30,1948.45,0,0,0,0
7606,1426.62,1,tablet,semi-urban,Net Banking,groceries,18,702,1921.73,1,0,0,0
7607,19236.93,13,desktop,semi-urban,Paytm Wallet,travel,21,167,7171.04,2,1,1,1
7608,1115.43,8,mobile,rural,Net Banking,health,6,724,844.44,0,0,0,0
7609,503.08,3,mobile,semi-urban,Net Banking,food,16,1076,497.16,0,0,0,0
7610,317.42,12,mobile,rural,Net Banking,education,1,270,438.17,0,0,0,0
7611,628.08,13,mobile,semi-urban,Debit Card,health,18,416,861.91,0,0,0,0
7612,768.86,17,mobile,urban,Credit Card,education,22,384,1057.96,1,0,0,0
7613,359.99,8,mobile,urban,Debit Card,entertainment,17,152,246.76,0,0,1,0
7614,225.11,18,desktop,semi-urban,UPI,gaming,6,1027,239.37,0,0,0,0
7615,263.06,5,desktop,rural,Credit Card,fashion,24,828,329.9,0,0,0,0
7616,1518.2,16,desktop,urban,UPI,health,5,297,1335.88,1,0,0,0
7617,1559.48,10,mobile,urban,Debit Card,travel,15,769,1350.24,0,0,0,0
7618,336.52,16,mobile,urban,Debit Card,groceries,17,294,251.75,0,0,0,0
7619,348.64,21,desktop,urban,UPI,travel,23,575,479.04,0,0,0,0
7620,477.77,15,mobile,urban,Debit Card,gaming,25,385,407.96,0,0,0,0
7621,674.29,21,mobile,urban,Debit Card,electronics,16,880,992.44,0,0,0,0
7622,7763.04,1,tablet,urban,Net Banking,gaming,15,365,1474.33,3,1,1,1
7623,157.36,17,mobile,semi-urban,Credit Card,travel,18,166,181.14,0,0,0,0
7624,273.63,1,mobile,urban,Credit Card,health,6,373,325.42,0,0,0,0
7625,271.91,11,mobile,semi-urban,Debit Card,health,8,984,215.55,0,0,0,0
7626,1312.46,17,mobile,semi-urban,Credit Card,travel,1,488,1508.48,0,0,0,0
7627,902.03,10,desktop,semi-urban,Credit Card,entertainment,17,927,929.15,1,0,0,0
7628,2216.63,19,desktop,urban,Paytm Wallet,fashion,18,1123,2561.93,0,1,0,0
7629,453.08,4,desktop,urban,UPI,gaming,13,632,609.37,0,0,0,0
7630,1817.46,6,mobile,semi-urban,Credit Card,entertainment,3,580,1528.37,0,0,0,0
7631,888.68,15,mobile,semi-urban,Credit Card,electronics,14,493,867.34,0,0,1,0
7632,552.17,17,desktop,urban,Debit Card,education,10,978,729.52,0,0,0,0
7633,206.31,19,mobile,rural,Net Banking,electronics,22,1340,157.58,0,0,0,0
7634,356.9,19,tablet,urban,UPI,fashion,21,590,393.42,0,0,0,0
7635,742.44,19,mobile,urban,Debit Card,education,19,416,603.99,0,0,0,0
7636,883.32,15,mobile,urban,UPI,electronics,7,708,1222.28,0,1,0,0
7637,348.03,10,mobile,semi-urban,Debit Card,recharge,37,992,312.81,0,0,0,0
7638,696.28,10,desktop,urban,Debit Card,entertainment,12,1114,896.61,0,0,0,0
7639,482.73,7,tablet,semi-urban,UPI,health,23,605,594.6,0,0,0,0
7640,2196.8,4,desktop,urban,UPI,electronics,49,57,1014.68,5,1,1,1
7641,870.3,11,mobile,rural,Credit Card,travel,15,1068,658.4,1,0,0,0
7642,469.81,6,mobile,urban,Credit Card,food,11,167,428.52,0,0,0,0
7643,287.01,5,mobile,urban,UPI,recharge,22,456,390.25,1,0,0,0
7644,289.13,7,mobile,semi-urban,Credit Card,recharge,16,886,361.44,0,0,0,0
7645,929.2,4,mobile,urban,Paytm Wallet,entertainment,19,936,1064.75,0,0,0,0
7646,264.73,1,mobile,rural,Debit Card,travel,21,170,339.81,0,0,0,0
7647,1799.44,9,mobile,semi-urban,Net Banking,groceries,9,419,2480.71,0,0,0,0
7648,696.87,9,mobile,urban,Debit Card,entertainment,14,30,895.51,0,0,0,0
7649,3735.61,8,desktop,rural,UPI,gaming,11,541,4714.33,0,0,0,0
7650,3841.92,11,mobile,urban,Debit Card,education,1,1076,2460.82,0,0,0,0
7651,653.22,19,mobile,rural,Debit Card,food,9,553,428.24,0,0,0,0
7652,645.04,21,mobile,semi-urban,Credit Card,fashion,6,1021,910.78,0,0,0,0
7653,863.97,11,mobile,rural,Credit Card,gaming,14,643,645.22,0,0,1,0
7654,1177.89,10,mobile,urban,UPI,education,11,648,965.27,0,0,1,0
7655,608.96,7,mobile,urban,Net Banking,entertainment,13,986,888.5,0,0,0,0
7656,367.02,9,mobile,semi-urban,Paytm Wallet,recharge,7,30,525.54,0,0,0,0
7657,1068.44,11,mobile,semi-urban,Paytm Wallet,education,13,916,1095.73,1,0,0,0
7658,263.94,19,desktop,rural,Net Banking,food,23,30,279.41,1,0,0,0
7659,735.89,18,desktop,urban,UPI,travel,18,1254,916.76,0,0,0,0
7660,351.95,2,mobile,urban,UPI,fashion,4,731,442.74,0,0,0,0
7661,4144.66,1,mobile,semi-urban,Credit Card,groceries,45,5,1513.12,3,1,1,1
7662,386.42,13,mobile,urban,Credit Card,food,4,1043,509.07,1,0,0,0
7663,2082.16,6,tablet,semi-urban,Net Banking,education,20,361,3013.93,0,0,0,0
7664,23065.54,13,mobile,rural,Net Banking,fashion,20,223,9953.6,6,0,0,1
7665,1225.91,16,desktop,rural,Net Banking,recharge,19,1194,1070.23,0,0,0,0
7666,316.82,21,mobile,urban,Credit Card,electronics,11,752,220.9,0,0,0,0
7667,584.98,21,mobile,semi-urban,UPI,gaming,1,30,806.41,0,0,0,0
7668,109.15,11,mobile,urban,UPI,food,11,334,138.18,0,0,0,0
7669,1017.56,17,desktop,urban,UPI,education,8,361,700.55,0,0,0,0
7670,1121.72,13,desktop,semi-urban,Net Banking,electronics,31,30,1120.16,0,0,0,0
7671,392.71,20,desktop,urban,Net Banking,health,21,440,499.75,0,0,0,0
7672,531.22,14,mobile,semi-urban,Debit Card,groceries,33,996,643.7,0,0,0,0
7673,368.86,20,mobile,semi-urban,UPI,education,3,257,274.85,0,0,0,0
7674,13745.98,3,desktop,semi-urban,Paytm Wallet,fashion,36,25,5593.29,3,0,1,1
7675,4678.75,21,mobile,urban,UPI,fashion,8,472,4682.1,0,0,0,0
7676,1219.15,6,mobile,semi-urban,Credit Card,travel,1,757,1435.97,0,0,0,0
7677,14030.79,3,desktop,rural,Debit Card,gaming,10,549,6563.08,2,1,0,1
7678,144.16,11,mobile,semi-urban,UPI,recharge,13,521,202.91,0,0,0,0
7679,275.88,6,tablet,semi-urban,Debit Card,entertainment,15,699,207.41,0,0,0,0
7680,688.53,11,mobile,urban,Paytm Wallet,electronics,28,572,684.22,0,0,0,0
7681,9778.07,23,desktop,rural,Paytm Wallet,gaming,36,115,4247.06,6,0,1,1
7682,338.53,14,tablet,semi-urban,Debit Card,education,13,30,262.82,1,0,1,0
7683,431.61,15,mobile,semi-urban,Net Banking,education,22,1047,283.82,0,0,0,0
7684,264.92,7,desktop,semi-urban,UPI,fashion,20,236,325.68,0,0,0,0
7685,1687.6,15,mobile,semi-urban,Paytm Wallet,fashion,14,544,1573.67,0,0,0,0
7686,661.81,20,mobile,urban,UPI,gaming,19,323,861.5,0,0,0,0
7687,418.86,7,mobile,semi-urban,UPI,gaming,20,488,388.21,0,0,0,0
7688,8648.69,11,mobile,rural,Debit Card,electronics,30,128,1468.54,2,1,1,1
7689,2662.59,3,mobile,semi-urban,UPI,food,8,30,2092.19,0,0,0,0
7690,442.53,6,desktop,urban,Debit Card,food,11,775,449.09,0,0,0,0
7691,782.38,16,mobile,rural,Net Banking,gaming,13,779,1097.53,1,0,0,0
7692,465.13,16,mobile,urban,Credit Card,food,27,515,547.71,0,1,0,0
7693,2948.0,18,desktop,rural,UPI,food,17,927,3152.56,0,0,0,0
7694,2183.21,10,mobile,semi-urban,Debit Card,gaming,12,675,1855.49,0,0,1,0
7695,452.61,9,mobile,urban,Credit Card,entertainment,14,953,400.98,0,0,0,0
7696,2100.49,13,mobile,semi-urban,Paytm Wallet,food,8,1102,2568.05,0,0,0,0
7697,841.47,15,desktop,rural,Credit Card,entertainment,13,931,1197.72,0,0,0,0
7698,25493.87,4,mobile,urban,Credit Card,fashion,33,13,6884.23,4,1,0,1
7699,897.01,15,desktop,urban,UPI,recharge,20,30,740.98,0,0,0,0
7700,82.19,18,desktop,rural,Net Banking,travel,12,1769,100.09,0,0,0,0
7701,667.08,20,mobile,urban,Credit Card,entertainment,5,273,458.37,0,0,0,0
7702,619.32,7,desktop,rural,Debit Card,gaming,13,976,602.43,0,0,1,0
7703,775.28,19,tablet,urban,Paytm Wallet,education,22,1088,1155.19,0,0,0,0
7704,318.12,7,mobile,urban,Net Banking,education,13,925,418.97,0,0,0,0
7705,2677.81,9,mobile,rural,UPI,education,19,584,3454.46,0,1,0,0
7706,982.29,9,mobile,semi-urban,Credit Card,recharge,3,317,1369.46,0,0,0,0
7707,1612.24,9,desktop,semi-urban,Debit Card,entertainment,8,785,2294.93,0,0,0,0
7708,867.88,4,desktop,urban,Paytm Wallet,entertainment,2,834,600.4,1,0,0,0
7709,2020.17,16,mobile,rural,Debit Card,fashion,20,84,1668.73,0,0,0,0
7710,14964.44,16,tablet,semi-urban,UPI,electronics,25,52,5835.94,1,1,1,1
7711,1052.16,18,desktop,urban,Net Banking,education,30,1431,1390.69,1,0,0,0
7712,624.2,20,desktop,semi-urban,Credit Card,entertainment,20,463,453.24,0,0,0,0
7713,1514.99,4,desktop,rural,Net Banking,groceries,19,597,1430.12,0,0,0,0
7714,150.01,16,desktop,semi-urban,UPI,recharge,34,338,180.81,0,0,0,0
7715,19783.34,23,mobile,urban,Net Banking,electronics,27,127,7720.42,5,0,1,1
7716,649.93,15,mobile,urban,Debit Card,groceries,11,887,681.31,0,0,0,0
7717,378.87,18,mobile,semi-urban,UPI,travel,26,211,242.09,1,0,0,0
7718,1030.38,6,desktop,urban,Credit Card,fashion,9,804,1084.24,0,0,0,0
7719,691.73,8,desktop,semi-urban,Debit Card,recharge,12,542,968.63,1,1,0,0
7720,592.89,20,tablet,urban,Paytm Wallet,gaming,25,30,783.56,1,0,0,0
7721,334.14,11,desktop,urban,UPI,health,5,30,383.1,0,0,0,0
7722,1041.27,10,mobile,semi-urban,Credit Card,travel,16,155,922.96,0,0,0,0
7723,541.93,18,desktop,urban,UPI,travel,9,164,481.26,0,0,0,0
7724,758.8,17,mobile,rural,Debit Card,food,3,789,551.7,0,0,0,0
7725,827.0,19,desktop,urban,Debit Card,health,27,213,795.26,0,0,0,0
7726,283.04,14,desktop,urban,UPI,electronics,8,30,181.96,0,0,0,0
7727,9377.18,22,tablet,semi-urban,UPI,electronics,50,60,959.24,2,1,1,1
7728,257.69,6,desktop,semi-urban,Debit Card,health,26,749,268.51,0,1,0,0
7729,491.03,4,desktop,urban,UPI,groceries,29,803,612.17,0,1,0,0
7730,987.83,14,mobile,rural,UPI,food,25,404,1325.32,1,0,0,0
7731,1658.22,1,mobile,semi-urban,Debit Card,recharge,6,1283,1775.04,0,0,0,0
7732,745.73,18,desktop,semi-urban,UPI,education,30,657,498.0,0,0,0,0
7733,3843.72,13,desktop,semi-urban,Net Banking,food,5,975,4892.05,0,0,0,0
7734,974.01,14,mobile,urban,Debit Card,electronics,27,236,746.82,0,0,1,0
7735,252.38,21,mobile,urban,UPI,entertainment,7,709,159.45,0,0,0,0
7736,481.25,15,mobile,semi-urban,Debit Card,travel,21,694,452.06,0,0,0,0
7737,1876.61,19,mobile,rural,UPI,entertainment,15,460,1234.0,0,0,0,0
7738,866.33,13,tablet,rural,Credit Card,groceries,16,957,1134.52,0,0,0,0
7739,615.42,16,desktop,urban,Debit Card,entertainment,18,190,584.31,1,0,1,0
7740,735.89,21,mobile,rural,Net Banking,fashion,14,888,950.19,0,0,0,0
7741,11430.13,5,desktop,rural,UPI,fashion,42,73,5081.8,5,0,0,1
7742,452.51,13,mobile,rural,UPI,health,4,688,289.98,0,0,0,0
7743,1236.27,20,desktop,semi-urban,Debit Card,electronics,18,1520,996.68,0,1,0,0
7744,958.29,12,mobile,urban,Net Banking,gaming,7,806,1053.12,0,0,0,0
7745,555.54,10,desktop,urban,Debit Card,gaming,10,424,779.95,0,0,1,0
7746,652.41,16,desktop,urban,UPI,education,7,718,700.49,0,1,0,0
7747,1838.13,11,desktop,urban,UPI,gaming,16,796,1903.05,0,0,0,0
7748,1784.33,6,desktop,semi-urban,Debit Card,entertainment,13,213,1394.54,0,0,0,0
7749,385.47,9,mobile,rural,Debit Card,health,14,623,489.89,1,0,0,0
7750,2814.38,5,desktop,urban,UPI,entertainment,26,1212,1865.01,0,0,1,0
7751,93.39,11,mobile,urban,Debit Card,groceries,21,398,116.62,0,0,1,0
7752,763.49,13,tablet,urban,UPI,fashion,17,175,1110.81,0,0,0,0
7753,273.23,12,mobile,urban,Debit Card,electronics,18,352,316.73,0,0,0,0
7754,263.07,20,desktop,semi-urban,Net Banking,recharge,5,1091,261.4,0,0,0,0
7755,1002.45,12,desktop,semi-urban,Paytm Wallet,entertainment,10,664,1226.2,0,0,0,0
7756,317.77,17,mobile,urban,UPI,entertainment,14,214,344.32,0,0,0,0
7757,1186.82,16,desktop,rural,Credit Card,entertainment,15,830,728.18,0,0,0,0
7758,503.64,9,desktop,rural,UPI,education,9,1474,490.44,0,0,0,0
7759,201.34,12,mobile,semi-urban,Net Banking,fashion,8,142,213.61,1,0,0,0
7760,17224.5,20,tablet,semi-urban,Debit Card,electronics,16,248,7739.32,3,1,0,1
7761,400.65,17,desktop,urban,Debit Card,electronics,16,564,551.33,0,0,0,0
7762,562.94,6,desktop,urban,Net Banking,education,19,1236,396.51,0,0,0,0
7763,1989.25,14,desktop,urban,Net Banking,education,25,969,1895.16,0,0,0,0
7764,253.48,11,mobile,urban,Debit Card,gaming,17,91,155.89,0,0,1,0
7765,527.31,8,tablet,rural,Debit Card,groceries,33,931,582.36,0,0,0,0
7766,403.43,3,desktop,urban,Debit Card,recharge,14,1114,563.2,0,0,0,0
7767,562.53,21,mobile,urban,UPI,recharge,16,574,523.79,0,0,1,0
7768,414.6,19,mobile,semi-urban,Credit Card,gaming,9,1003,439.51,0,0,0,0
7769,667.61,6,mobile,urban,UPI,electronics,21,666,868.19,1,0,0,0
7770,641.77,20,tablet,rural,Paytm Wallet,fashion,19,542,673.9,0,0,0,0
7771,406.66,16,desktop,urban,Debit Card,health,12,813,481.22,0,0,0,0
7772,1577.53,3,desktop,semi-urban,UPI,food,8,669,2088.77,0,0,0,0
7773,1275.07,17,mobile,rural,Debit Card,gaming,2,552,856.02,1,0,0,0
7774,1453.72,6,desktop,urban,UPI,gaming,12,30,1866.3,0,0,0,0
7775,19288.2,5,tablet,rural,Debit Card,gaming,35,86,8285.88,5,1,1,1
7776,1673.37,4,mobile,semi-urban,Credit Card,entertainment,9,795,1636.74,1,0,0,0
7777,358.17,22,desktop,urban,UPI,gaming,22,481,455.61,0,0,0,0
7778,608.71,20,tablet,urban,Credit Card,groceries,10,912,513.67,0,0,1,0
7779,804.73,12,desktop,semi-urban,Credit Card,groceries,5,563,747.17,0,0,0,0
7780,6357.38,20,desktop,rural,UPI,fashion,23,305,1390.09,2,1,1,1
7781,448.7,9,mobile,urban,Debit Card,entertainment,23,981,642.34,0,0,0,0
7782,380.51,15,desktop,rural,UPI,health,12,608,468.32,0,0,0,0
7783,1498.6,9,mobile,rural,Credit Card,education,12,381,1911.21,1,0,0,0
7784,524.62,12,mobile,rural,UPI,entertainment,10,52,583.22,1,0,1,0
7785,786.0,11,desktop,urban,Credit Card,fashion,30,755,637.98,1,0,0,0
7786,603.49,15,desktop,urban,Net Banking,fashion,23,143,865.3,0,0,0,0
7787,364.5,19,mobile,urban,Net Banking,gaming,10,797,310.15,0,0,0,0
7788,579.12,10,desktop,urban,Debit Card,food,2,531,411.86,0,0,0,0
7789,1268.68,10,desktop,semi-urban,Debit Card,recharge,1,30,802.55,0,0,0,0
7790,890.89,10,tablet,urban,Paytm Wallet,travel,3,314,1000.69,0,0,0,0
7791,426.0,21,mobile,rural,Debit Card,travel,12,221,308.58,1,0,0,0
7792,2016.96,21,tablet,urban,Credit Card,travel,34,704,2493.82,1,0,0,0
7793,3782.5,11,desktop,rural,Credit Card,gaming,49,29,662.4,5,1,0,1
7794,886.76,7,mobile,urban,UPI,electronics,22,1035,1089.98,0,0,0,0
7795,330.97,21,mobile,rural,Debit Card,entertainment,15,507,285.54,1,0,0,0
7796,786.04,18,mobile,urban,Net Banking,entertainment,8,743,662.12,0,0,0,0
7797,1917.75,21,desktop,semi-urban,Credit Card,travel,1,1127,2554.54,0,0,0,0
7798,1220.96,9,mobile,urban,Credit Card,entertainment,20,821,1746.81,0,1,0,0
7799,5186.76,7,desktop,urban,Net Banking,electronics,3,656,4950.0,0,0,0,0
7800,535.54,11,desktop,semi-urban,Debit Card,food,13,151,667.44,0,0,0,0
7801,211.61,19,mobile,semi-urban,Credit Card,electronics,26,553,154.06,1,0,0,0
7802,226.96,22,mobile,semi-urban,Debit Card,recharge,6,819,231.42,1,0,0,0
7803,231.39,13,desktop,semi-urban,Credit Card,health,11,517,339.98,1,0,0,0
7804,1006.01,12,desktop,semi-urban,UPI,recharge,32,30,1312.26,0,0,0,0
7805,431.21,12,desktop,urban,Credit Card,recharge,11,812,487.46,0,1,0,0
7806,328.96,15,mobile,urban,Debit Card,recharge,21,773,461.71,0,0,1,0
7807,497.87,4,desktop,semi-urban,Credit Card,food,18,1026,344.15,0,0,0,0
7808,2326.71,16,desktop,semi-urban,UPI,fashion,21,50,1865.27,0,0,0,0
7809,5261.05,22,mobile,semi-urban,Debit Card,gaming,30,12,2332.91,8,0,1,1
7810,1532.1,7,desktop,semi-urban,UPI,travel,31,254,1484.21,0,0,1,0
7811,2325.12,21,desktop,urban,UPI,recharge,9,30,3190.6,0,0,0,0
7812,429.76,8,tablet,semi-urban,UPI,groceries,24,352,513.09,0,1,1,0
7813,2003.71,13,desktop,urban,Credit Card,travel,13,538,2962.01,0,0,0,0
7814,325.49,21,mobile,rural,UPI,health,22,1604,479.18,0,0,0,0
7815,9547.69,23,desktop,rural,Credit Card,electronics,21,30,4547.09,1,0,1,1
7816,377.97,3,mobile,semi-urban,Net Banking,entertainment,5,590,343.11,1,0,0,0
7817,1989.51,10,mobile,semi-urban,Credit Card,travel,21,860,1347.3,0,0,1,0
7818,773.8,16,mobile,urban,Debit Card,groceries,22,432,997.83,0,0,1,0
7819,755.95,21,mobile,semi-urban,Net Banking,groceries,33,60,856.73,1,0,0,0
7820,1588.61,13,desktop,urban,Credit Card,entertainment,11,30,1000.8,1,0,0,0
7821,17007.08,20,desktop,semi-urban,Credit Card,fashion,6,261,6395.95,4,1,1,1
7822,130.68,21,tablet,semi-urban,UPI,fashion,13,742,153.36,0,0,1,0
7823,1767.71,17,mobile,semi-urban,UPI,gaming,28,241,1812.98,1,0,0,0
7824,8009.56,22,mobile,semi-urban,Net Banking,entertainment,39,190,1852.24,1,0,1,1
7825,452.49,12,tablet,rural,UPI,recharge,3,30,318.7,1,0,0,0
7826,670.79,15,desktop,urban,Credit Card,entertainment,18,235,582.19,0,0,0,0
7827,7775.85,5,desktop,rural,Paytm Wallet,gaming,27,103,1353.61,4,0,1,1
7828,874.97,23,mobile,urban,Credit Card,travel,19,730,543.16,0,0,1,0
7829,2221.89,9,desktop,urban,Debit Card,entertainment,22,448,1492.5,0,0,0,0
7830,382.62,7,desktop,semi-urban,UPI,groceries,19,869,278.57,0,0,1,0
7831,803.82,15,desktop,semi-urban,Credit Card,gaming,17,549,675.88,0,1,0,0
7832,18382.9,5,desktop,semi-urban,UPI,gaming,36,56,3341.02,4,0,1,1
7833,268.56,14,mobile,rural,UPI,food,21,402,378.76,0,0,0,0
7834,581.13,7,mobile,semi-urban,Debit Card,gaming,7,1077,679.59,0,0,0,0
7835,1113.65,12,tablet,urban,UPI,groceries,10,1204,1554.57,0,0,0,0
7836,536.94,6,desktop,urban,Debit Card,travel,32,259,587.65,1,0,0,0
7837,94.9,1,mobile,urban,Debit Card,electronics,22,30,75.78,0,1,0,0
7838,457.5,6,mobile,urban,UPI,fashion,14,913,624.15,0,0,1,0
7839,409.14,16,desktop,urban,Credit Card,groceries,22,36,572.05,0,0,0,0
7840,417.65,8,mobile,urban,Debit Card,fashion,6,391,491.23,0,0,0,0
7841,408.99,13,mobile,semi-urban,Debit Card,food,29,30,393.62,0,0,0,0
7842,553.85,9,desktop,urban,UPI,travel,8,186,600.86,1,0,0,0
7843,1230.28,12,mobile,urban,UPI,health,23,30,912.18,0,0,0,0
7844,756.15,8,mobile,urban,Debit Card,groceries,17,415,555.03,0,0,0,0
7845,441.37,7,mobile,urban,UPI,electronics,27,1399,458.02,0,0,0,0
7846,4563.21,2,mobile,semi-urban,Debit Card,food,14,316,1574.4,3,0,1,1
7847,188.92,5,tablet,semi-urban,UPI,gaming,24,599,127.44,0,0,1,0
7848,1043.97,17,desktop,semi-urban,Debit Card,recharge,21,324,685.49,1,1,0,0
7849,948.98,0,mobile,urban,Debit Card,recharge,5,1013,1200.39,0,0,0,0
7850,1028.39,13,mobile,urban,Debit Card,fashion,1,860,1274.48,1,0,1,0
7851,504.88,18,desktop,rural,Credit Card,education,10,588,676.99,0,1,0,0
