transaction_id,amount,transaction_time,device_type,location,payment_method,merchant_category,transaction_frequency,account_age_days,avg_transaction_amount,failed_transactions_24h,is_international,device_change,is_fraud
15644,1020.96,0,mobile,urban,Credit Card,grocery,16,2121,775.85,11,0,0,0
15645,859.13,17,mobile,urban,Paytm Wallet,grocery,34,1770,4953.91,3,0,0,0
15646,8400.37,5,mobile,urban,Net Banking,grocery,15,2991,99.42,4,0,1,0
15647,4970.31,11,mobile,rural,Debit Card,grocery,17,1767,1320.98,9,0,0,0
15648,5154.84,22,mobile,urban,Paytm Wallet,travel,21,2010,2313.34,9,0,0,0
15649,651.46,2,mobile,urban,Credit Card,entertainment,21,1131,2519.52,8,0,0,0
15650,463.99,0,desktop,rural,Net Banking,grocery,25,1753,465.04,6,0,0,0
15651,79.12,6,mobile,urban,Credit Card,grocery,3,2924,1176.28,2,0,1,0
15652,811.65,17,mobile,urban,PhonePe Wallet,grocery,6,987,2003.08,2,0,0,0
15653,4464.19,11,desktop,rural,Paytm Wallet,electronics,24,550,1971.46,3,0,0,0
15654,823.46,21,mobile,semi-urban,Paytm Wallet,travel,28,1445,856.1,4,0,0,0
15655,3918.05,19,mobile,urban,Net Banking,travel,12,2662,5061.92,5,0,0,0
15656,870.69,15,desktop,semi-urban,Credit Card,travel,7,91,270.66,7,0,0,0
15657,1509.03,19,mobile,semi-urban,Paytm Wallet,entertainment,37,1021,2207.73,0,0,0,0
15658,12252.4,6,desktop,urban,UPI,food,14,277,1576.06,4,0,0,0
15659,842.36,16,mobile,rural,Net Banking,grocery,49,2826,244.73,7,0,0,0
15660,1416.6,3,mobile,semi-urban,Net Banking,fashion,16,850,133.11,3,0,0,0
15661,1074.69,9,mobile,semi-urban,PhonePe Wallet,entertainment,21,1872,3597.85,5,0,0,0
15662,348.34,5,mobile,rural,UPI,grocery,6,1201,1138.77,9,0,0,0
15663,2019.41,1,tablet,semi-urban,Amazon Pay Wallet,food,26,1474,138.95,8,0,0,0
15664,1427.78,3,mobile,urban,Credit Card,fashion,7,1882,5255.32,11,0,0,0
15665,3561.22,17,tablet,semi-urban,Paytm Wallet,grocery,41,2124,5630.33,2,0,1,0
15666,5104.57,0,tablet,urban,Debit Card,food,1,1529,921.05,3,0,0,0
15667,2357.43,0,mobile,rural,UPI,food,13,874,3383.9,1,0,0,0
15668,98.18,15,tablet,rural,UPI,fashion,22,1371,1278.34,4,0,0,0
15669,2894.26,12,desktop,rural,UPI,entertainment,26,740,3084.33,6,0,0,0
15670,170.95,13,mobile,urban,PhonePe Wallet,travel,9,2722,1942.03,3,0,0,0
15671,2874.12,10,mobile,rural,UPI,food,3,750,2081.04,0,0,1,0
15672,3465.83,19,mobile,urban,Debit Card,fashion,15,2178,1794.64,6,0,0,0
15673,661.07,7,mobile,semi-urban,Credit Card,entertainment,11,2346,1794.3,11,0,0,0
15674,5133.52,9,desktop,urban,PhonePe Wallet,fashion,24,1752,723.55,5,0,0,0
15675,7260.23,15,mobile,urban,PhonePe Wallet,food,48,1366,2071.12,10,0,0,0
15676,5031.34,6,mobile,urban,Paytm Wallet,fashion,13,2442,4108.43,10,0,0,0
15677,1092,4,mobile,rural,Net Banking,travel,17,2520,503.49,5,0,0,0
15678,2650.33,9,mobile,semi-urban,UPI,fashion,49,2100,316.1,0,0,0,0
15679,7388.8,17,mobile,urban,Paytm Wallet,travel,17,1886,4566.94,0,0,0,0
15680,1159.92,6,mobile,urban,Amazon Pay Wallet,grocery,28,492,348.57,11,0,0,0
15681,5144.86,3,mobile,rural,PhonePe Wallet,food,46,2521,7799.87,9,0,0,0
15682,28.56,9,desktop,semi-urban,UPI,food,14,2745,1949.32,10,0,0,0
15683,10.96,17,desktop,semi-urban,Paytm Wallet,fashion,42,2660,1487.88,4,0,0,0
15684,4277.75,17,mobile,urban,Credit Card,grocery,40,306,2440.74,4,0,0,0
15685,4299.5,2,mobile,urban,Debit Card,electronics,28,2905,650.97,5,0,0,0
15686,4667.37,12,mobile,rural,Debit Card,electronics,4,433,4060.82,4,0,0,0
15687,7978.93,13,mobile,semi-urban,Amazon Pay Wallet,travel,27,2724,3577.5,1,0,0,0
15688,376.37,21,mobile,rural,Amazon Pay Wallet,food,14,872,577.66,0,0,0,0
15689,791.84,13,desktop,semi-urban,Net Banking,electronics,25,1614,485.79,0,0,0,0
15690,7021.64,0,mobile,semi-urban,PhonePe Wallet,travel,44,2633,415.68,5,0,0,0
15691,585.26,4,desktop,rural,Debit Card,food,38,1522,424.79,3,0,0,0
15692,3439.28,9,tablet,rural,Credit Card,fashion,14,1815,209.33,11,0,0,0
15693,2268.02,13,desktop,urban,Net Banking,food,33,151,1177.11,5,0,0,0
15694,260.58,18,desktop,urban,UPI,fashion,41,609,105.83,4,0,0,0
15695,1007.52,22,desktop,urban,Debit Card,fashion,8,2343,48.76,9,0,0,0
15696,2204.23,6,mobile,urban,Paytm Wallet,electronics,22,1022,88.65,6,0,0,0
15697,5738.73,14,desktop,urban,Amazon Pay Wallet,fashion,44,2075,501.04,7,0,0,0
15698,3688.27,20,desktop,urban,UPI,grocery,10,976,945.23,9,0,0,0
15699,2917.66,8,mobile,semi-urban,Amazon Pay Wallet,grocery,43,10,5638.22,11,0,0,0
15700,2055.73,9,desktop,rural,UPI,entertainment,43,2948,209.09,8,0,0,0
15701,1064.39,7,desktop,urban,Net Banking,entertainment,37,2204,664.23,1,0,0,0
15702,380.93,8,desktop,semi-urban,Credit Card,grocery,23,1278,1008.77,0,0,0,0
15703,1578.2,10,mobile,rural,Debit Card,electronics,33,708,278.21,3,0,0,0
15704,86.8,21,desktop,urban,Net Banking,fashion,43,13,1045.93,6,0,0,0
15705,711.18,7,mobile,semi-urban,Paytm Wallet,grocery,13,903,1097.71,0,0,0,0
15706,1699.46,17,mobile,semi-urban,Paytm Wallet,electronics,5,2325,4736.63,5,0,0,0
15707,1626.98,4,mobile,semi-urban,Debit Card,entertainment,38,1134,3170.55,11,0,0,0
15708,135.92,7,mobile,urban,PhonePe Wallet,grocery,26,1357,936.66,5,0,0,0
15709,2667.93,1,desktop,urban,Debit Card,food,39,599,848.07,4,0,0,0
15710,2393.42,17,mobile,urban,Debit Card,food,26,58,2141.95,7,0,0,0
15711,243.97,18,desktop,rural,UPI,electronics,27,2262,99.75,11,0,0,0
15712,8602.71,17,mobile,urban,UPI,entertainment,19,566,1252.48,3,0,1,0
15713,314.02,19,mobile,semi-urban,Paytm Wallet,grocery,39,2565,1573.73,10,0,0,0
15714,5789.64,15,mobile,rural,UPI,travel,21,271,3981.76,6,0,0,0
15715,0.93,3,desktop,rural,PhonePe Wallet,entertainment,12,1578,2712.39,11,0,0,0
15716,6418.37,16,mobile,urban,Paytm Wallet,fashion,29,1230,237.93,2,0,0,0
15717,59.75,5,mobile,urban,Net Banking,entertainment,44,1143,2.78,5,0,0,0
15718,4254.12,11,mobile,semi-urban,Paytm Wallet,fashion,12,1493,1090.36,8,0,0,0
15719,1346.8,6,desktop,semi-urban,Paytm Wallet,fashion,10,2396,31.27,7,0,0,0
15720,4020.72,22,desktop,urban,Amazon Pay Wallet,entertainment,34,1134,2387.35,2,0,0,0
15721,1541.22,13,mobile,urban,Credit Card,grocery,1,2543,975.99,11,0,0,0
15722,220.64,11,mobile,semi-urban,Amazon Pay Wallet,grocery,3,2090,4114.74,7,0,1,0
15723,4376.68,20,mobile,urban,Amazon Pay Wallet,electronics,43,2320,6902.97,6,0,0,0
15724,221.76,19,tablet,urban,UPI,food,36,118,404.22,6,0,0,0
15725,7657.78,1,mobile,semi-urban,Credit Card,food,27,2037,1546.58,2,0,0,0
15726,156.96,20,desktop,urban,UPI,fashion,39,831,5009.27,1,0,0,0
15727,1957.89,3,mobile,semi-urban,UPI,travel,29,418,1152.4,10,0,0,0
15728,3851.59,7,mobile,urban,Paytm Wallet,travel,37,2654,14.49,10,0,0,0
15729,1498.9,9,mobile,semi-urban,Paytm Wallet,fashion,29,2598,794.45,4,0,0,0
15730,734.76,16,desktop,urban,Credit Card,electronics,33,1758,585.73,11,0,0,0
15731,4270.01,6,tablet,urban,Net Banking,fashion,49,1663,328.52,3,0,0,0
15732,4601.53,20,mobile,urban,UPI,grocery,40,784,1124.8,5,0,1,0
15733,7679.99,9,mobile,urban,Paytm Wallet,travel,12,1801,4382.16,9,0,0,0
15734,1415.61,20,mobile,semi-urban,UPI,food,27,864,2174.8,1,0,0,0
15735,2117.19,16,desktop,urban,PhonePe Wallet,entertainment,48,299,2710.78,7,1,1,0
15736,1353.56,15,mobile,urban,Debit Card,electronics,32,1477,1914.14,0,0,0,0
15737,891.51,12,tablet,urban,Net Banking,grocery,25,741,1343.31,2,0,0,0
15738,4171.3,22,desktop,rural,Paytm Wallet,travel,45,119,7017.07,1,0,1,0
15739,1244.96,17,mobile,urban,Amazon Pay Wallet,entertainment,4,2736,811.58,11,0,0,0
15740,1676.63,4,tablet,rural,Net Banking,fashion,43,1514,15.15,4,0,0,0
15741,1550.9,7,mobile,rural,Net Banking,fashion,43,1969,2887.89,3,0,0,0
15742,3741.28,6,tablet,urban,Net Banking,travel,40,1992,1546.37,8,0,1,0
15743,7495.64,17,mobile,semi-urban,PhonePe Wallet,grocery,26,397,4720.39,5,0,1,0
15744,3296.64,22,mobile,urban,Credit Card,fashion,44,2975,3524.53,7,0,0,0
15745,1913.61,5,mobile,semi-urban,UPI,fashion,4,763,2297.98,5,0,0,0
15746,4531.56,12,mobile,rural,Debit Card,grocery,3,1079,652.95,1,0,0,0
15747,3073.06,23,mobile,urban,Credit Card,travel,3,351,199.35,2,0,0,0
15748,187.57,8,mobile,semi-urban,PhonePe Wallet,travel,2,2120,1298.26,10,0,0,0
15749,301.66,22,mobile,urban,Net Banking,electronics,38,753,5099.81,2,0,1,0
15750,115.96,7,tablet,urban,PhonePe Wallet,entertainment,17,2343,3466.58,3,0,0,0
15751,1830.92,11,mobile,urban,Amazon Pay Wallet,fashion,21,907,5621.9,3,1,0,0
15752,5243.57,9,mobile,semi-urban,Amazon Pay Wallet,entertainment,47,647,295.86,4,0,0,0
15753,1126.63,6,mobile,rural,Debit Card,grocery,5,2699,1193.88,0,0,0,0
15754,1454.31,6,mobile,rural,PhonePe Wallet,food,16,888,2294.47,4,0,0,0
15755,7206.46,16,mobile,urban,UPI,grocery,49,1599,8226.84,8,0,0,0
15756,5440.24,4,mobile,urban,Amazon Pay Wallet,travel,8,2164,2689.81,0,0,0,0
15757,3281.31,9,mobile,rural,Net Banking,electronics,30,2846,2169.35,1,0,0,0
15758,931.03,20,mobile,rural,Debit Card,fashion,23,2380,854.17,9,0,0,0
15759,373.43,19,mobile,urban,Amazon Pay Wallet,travel,2,2673,287.11,1,1,0,0
15760,48.57,14,mobile,rural,Net Banking,grocery,17,2181,4381.41,7,0,0,0
15761,339.54,12,mobile,urban,Credit Card,grocery,30,1051,4500.16,6,1,0,0
15762,1038.46,13,desktop,rural,Amazon Pay Wallet,food,40,2338,239.76,0,0,0,0
15763,2407.48,16,mobile,urban,PhonePe Wallet,fashion,41,504,91.63,4,0,0,0
15764,198.42,6,mobile,rural,Amazon Pay Wallet,food,8,1574,563.5,1,0,1,0
15765,439.34,23,mobile,urban,Amazon Pay Wallet,fashion,26,153,715.95,10,0,0,0
15766,599.31,20,mobile,urban,Paytm Wallet,entertainment,8,2400,4682.99,10,0,1,0
15767,2998.87,3,tablet,urban,Credit Card,food,6,1671,1383.02,9,0,0,0
15768,2869.7,8,desktop,rural,Net Banking,food,24,1403,553.56,9,0,0,0
15769,2400.63,18,tablet,rural,Paytm Wallet,entertainment,49,669,2181.93,1,0,0,0
15770,865.05,13,mobile,semi-urban,Paytm Wallet,travel,33,389,3403.83,7,0,0,0
15771,1391.44,2,desktop,urban,PhonePe Wallet,travel,12,2723,118.05,8,0,0,0
15772,305.07,3,mobile,semi-urban,Paytm Wallet,electronics,12,376,1956.72,10,0,0,0
15773,770.34,22,desktop,semi-urban,Paytm Wallet,electronics,15,1341,3813.89,2,0,0,0
15774,6839.69,1,desktop,urban,Amazon Pay Wallet,fashion,27,2735,4217.41,9,1,1,0
15775,11690.18,7,mobile,urban,UPI,travel,17,2881,248.58,5,0,0,0
15776,3129.47,1,mobile,urban,Net Banking,electronics,5,2802,420.92,0,0,0,0
15777,7460.36,3,mobile,urban,Credit Card,food,4,2079,924.99,0,0,0,0
15778,3087.89,1,tablet,semi-urban,UPI,electronics,17,1074,833.7,7,0,0,0
15779,101.28,3,mobile,rural,Paytm Wallet,fashion,42,2666,3472.32,5,1,1,0
15780,17198.94,20,mobile,semi-urban,Amazon Pay Wallet,electronics,38,229,810.94,0,0,0,0
15781,312.59,8,mobile,semi-urban,Debit Card,fashion,17,2491,1325.95,10,0,0,0
15782,3443.17,1,mobile,rural,Debit Card,fashion,49,10,675.95,6,0,0,0
15783,874.41,19,mobile,urban,Amazon Pay Wallet,entertainment,29,890,754.07,4,0,0,0
15784,1492.65,21,desktop,urban,Paytm Wallet,electronics,48,2200,2521.12,11,0,0,0
15785,3114.82,16,tablet,semi-urban,Credit Card,food,30,2024,1341.35,8,0,0,0
15786,1720.7,0,mobile,urban,UPI,fashion,9,1481,334.81,0,0,0,0
15787,865.23,22,mobile,urban,Credit Card,fashion,30,1250,3002.35,8,0,0,0
15788,1221.41,5,mobile,rural,PhonePe Wallet,travel,45,945,803.26,7,0,1,0
15789,1253.59,15,mobile,urban,PhonePe Wallet,food,3,2191,1289.62,2,0,1,0
15790,9606.34,3,mobile,semi-urban,Net Banking,fashion,42,2791,1135.56,8,0,0,0
15791,4807.58,4,mobile,semi-urban,UPI,fashion,6,1246,1811.72,9,0,0,0
15792,1840.51,4,mobile,semi-urban,Paytm Wallet,travel,33,1383,878.19,7,0,0,0
15793,668.76,8,mobile,semi-urban,UPI,entertainment,30,948,2881.39,8,0,0,0
15794,4998.28,4,mobile,urban,UPI,entertainment,22,1324,4089.71,4,0,0,0
15795,513.01,1,mobile,urban,PhonePe Wallet,grocery,47,2383,481.59,6,0,0,0
15796,708.92,6,mobile,urban,UPI,electronics,18,2660,908.55,11,0,0,0
15797,1367.18,14,mobile,rural,Credit Card,travel,7,2617,1130.78,6,0,0,0
15798,6369.51,22,mobile,urban,Credit Card,fashion,12,1890,2015.13,3,0,1,0
15799,423.95,7,mobile,urban,Paytm Wallet,entertainment,31,1727,1738.97,8,0,0,0
15800,391.13,2,desktop,urban,Amazon Pay Wallet,travel,30,1230,1361.93,8,0,0,0
15801,2043.51,10,mobile,semi-urban,Credit Card,fashion,13,1901,1570.07,2,0,0,0
15802,970.59,22,mobile,urban,Net Banking,fashion,20,537,330.47,9,0,0,0
15803,2523.05,9,mobile,urban,Credit Card,electronics,19,932,4551.92,6,0,0,0
15804,1802.45,3,mobile,rural,Paytm Wallet,fashion,2,2319,477.64,0,0,0,0
15805,1712.57,11,mobile,rural,PhonePe Wallet,electronics,4,571,1118.81,1,0,0,0
15806,356.26,12,mobile,rural,Debit Card,food,6,1707,375.27,0,0,0,0
15807,456.13,6,mobile,urban,Net Banking,entertainment,3,770,3991.66,3,1,0,0
15808,5162.43,18,mobile,rural,Paytm Wallet,grocery,44,266,4691.57,1,0,1,0
15809,6511.59,15,mobile,urban,Paytm Wallet,electronics,33,1705,117.88,1,0,0,0
15810,802.4,9,tablet,semi-urban,Debit Card,electronics,12,1096,1911.61,2,0,1,0
15811,361.29,6,mobile,urban,Credit Card,travel,24,2909,1909.93,5,0,0,0
15812,164.69,2,mobile,urban,PhonePe Wallet,grocery,10,1094,430.04,4,0,1,0
15813,2811.76,1,mobile,urban,PhonePe Wallet,grocery,12,1909,3978.2,8,0,1,0
15814,3769.52,0,tablet,rural,UPI,food,35,54,1063.88,7,0,1,0
15815,1399.52,21,mobile,urban,Debit Card,entertainment,46,1288,2754,9,0,1,0
15816,3415.27,15,desktop,urban,PhonePe Wallet,entertainment,37,1299,2267.52,8,1,1,0
15817,3744.39,12,mobile,rural,Credit Card,travel,30,2549,900.07,7,0,0,0
15818,8215.94,2,mobile,urban,PhonePe Wallet,grocery,19,383,5886.46,9,0,0,0
15819,201.22,13,mobile,semi-urban,Amazon Pay Wallet,travel,18,1685,1746.08,5,0,1,0
15820,640.66,17,mobile,rural,Debit Card,travel,43,2460,4192.76,5,0,1,0
15821,212.96,10,mobile,semi-urban,Net Banking,electronics,27,1322,3182.86,2,0,0,0
15822,6074.72,18,tablet,urban,PhonePe Wallet,electronics,28,544,3351.19,5,0,0,0
15823,4719.13,23,tablet,rural,Credit Card,travel,7,2969,2890.05,10,0,0,0
15824,2564.47,2,mobile,urban,PhonePe Wallet,food,39,1372,360.3,0,0,0,0
15825,262.11,19,desktop,urban,Net Banking,entertainment,30,1357,95.46,10,0,0,0
15826,957.78,1,mobile,rural,Amazon Pay Wallet,food,39,113,3271.85,11,0,0,0
15827,1060.27,23,mobile,urban,Paytm Wallet,food,44,379,1051.19,4,1,0,0
15828,2468.01,5,desktop,semi-urban,Paytm Wallet,fashion,31,2903,1165.09,4,1,0,0
15829,895.4,23,mobile,urban,Debit Card,fashion,44,2325,172.54,6,1,0,0
15830,227.28,3,mobile,semi-urban,Net Banking,fashion,32,2737,2938.76,8,1,0,0
15831,3936.48,12,mobile,rural,Credit Card,entertainment,5,389,629.67,1,0,0,0
15832,1066.09,7,mobile,rural,UPI,entertainment,31,271,532.8,7,0,0,0
15833,1806.49,14,mobile,urban,Amazon Pay Wallet,fashion,10,995,1670.17,7,0,0,0
15834,409.75,0,mobile,semi-urban,Credit Card,entertainment,4,1272,5210.27,7,1,0,0
15835,4866.78,15,mobile,semi-urban,Net Banking,entertainment,5,839,858.68,0,0,0,0
15836,2500.9,20,mobile,semi-urban,Net Banking,travel,44,1019,1785.85,1,0,1,0
15837,6955.71,19,desktop,urban,PhonePe Wallet,travel,29,1301,105.68,10,1,0,0
15838,2052.39,4,desktop,semi-urban,Paytm Wallet,grocery,30,2251,350.15,1,0,0,0
15839,8512.38,12,tablet,urban,Amazon Pay Wallet,electronics,6,1018,1917.06,2,0,0,0
15840,6673.21,16,desktop,rural,Credit Card,travel,3,726,7713.54,0,0,0,0
15841,2577.32,1,mobile,semi-urban,Debit Card,entertainment,36,910,1291.74,2,0,0,0
15842,8149.46,12,desktop,rural,Debit Card,fashion,9,2121,27.43,6,0,0,0
15843,1170.65,1,mobile,urban,PhonePe Wallet,food,20,2379,901.26,4,1,0,0
15844,1365.43,10,mobile,semi-urban,PhonePe Wallet,food,6,939,1777.76,2,0,1,0
15845,139.63,14,mobile,urban,Net Banking,entertainment,40,46,1808.22,5,0,0,0
15846,2668.95,8,mobile,rural,UPI,fashion,25,1072,1908.54,9,0,0,0
15847,3839.58,21,desktop,urban,Amazon Pay Wallet,travel,29,185,3549.22,4,0,0,0
15848,4455.29,18,mobile,urban,Paytm Wallet,travel,35,1753,426.61,0,0,0,0
15849,486.91,3,mobile,rural,PhonePe Wallet,electronics,36,1952,1462.9,4,0,1,0
15850,1761.82,16,mobile,rural,Paytm Wallet,grocery,32,2074,320.97,10,0,0,0
15851,583.9,14,mobile,urban,PhonePe Wallet,food,10,2333,642.39,7,0,0,0
15852,3255.26,6,mobile,rural,Amazon Pay Wallet,grocery,2,264,2869.61,0,0,0,0
15853,515.73,22,mobile,semi-urban,Amazon Pay Wallet,grocery,27,1101,1679.4,2,1,0,0
15854,7035.34,12,desktop,rural,Debit Card,food,37,1539,580.84,2,0,0,0
15855,786.57,7,desktop,urban,PhonePe Wallet,travel,43,1585,1471.34,8,1,1,0
15856,1033.4,0,mobile,rural,Credit Card,travel,43,2359,2078.61,1,0,0,0
15857,5709.54,8,mobile,rural,Credit Card,grocery,26,2045,6729.88,5,0,0,0
15858,1840.06,17,mobile,urban,Net Banking,food,46,1342,1025.72,1,0,0,0
15859,72.87,16,mobile,urban,Paytm Wallet,grocery,44,627,292.93,4,0,0,0
15860,2047.13,16,mobile,urban,Credit Card,travel,43,123,10291.59,5,0,0,0
15861,265,7,desktop,urban,UPI,fashion,24,2328,15773.14,0,0,0,0
15862,12668.86,2,mobile,urban,Credit Card,entertainment,38,1880,1163.32,10,0,0,0
15863,2661.01,21,mobile,urban,Amazon Pay Wallet,fashion,21,1730,4139.05,11,0,0,0
15864,889.29,21,mobile,semi-urban,PhonePe Wallet,grocery,32,727,1314.14,4,0,0,0
15865,2488.4,10,tablet,semi-urban,Amazon Pay Wallet,electronics,38,1288,452.84,6,0,1,0
15866,239.95,1,mobile,semi-urban,Paytm Wallet,entertainment,3,515,791.63,8,0,0,0
15867,4826.68,1,desktop,urban,Amazon Pay Wallet,grocery,24,1193,4483.31,8,0,0,0
15868,7783.95,15,desktop,urban,Credit Card,food,42,2545,2285.8,0,0,0,0
15869,6225.02,16,desktop,urban,Amazon Pay Wallet,food,37,1387,3387.06,8,0,0,0
15870,1254.55,8,mobile,urban,Amazon Pay Wallet,electronics,7,2377,4065.59,2,0,0,0
15871,1182.54,0,mobile,rural,Paytm Wallet,entertainment,29,1669,1909.87,4,0,0,0
15872,107.15,21,mobile,urban,PhonePe Wallet,travel,36,756,2385.2,10,0,0,0
15873,3161.49,11,mobile,urban,Paytm Wallet,electronics,1,579,1045.66,7,0,0,0
15874,2296.54,5,tablet,urban,Paytm Wallet,travel,3,412,3306.93,11,0,0,0
15875,1844.93,10,tablet,rural,Net Banking,fashion,7,2836,453.15,8,0,0,0
15876,7145.89,5,mobile,rural,Paytm Wallet,fashion,2,2865,2721.35,9,0,1,0
15877,551.33,19,mobile,semi-urban,Amazon Pay Wallet,travel,10,710,187.25,6,0,0,0
15878,29.14,4,tablet,urban,Debit Card,fashion,4,2046,10.9,9,0,0,0
15879,228.43,12,mobile,rural,Net Banking,grocery,12,626,1559.68,5,0,0,0
15880,758.38,0,desktop,semi-urban,Paytm Wallet,food,29,1320,506.82,6,0,1,0
15881,101.56,15,mobile,urban,Paytm Wallet,entertainment,40,1083,3113.13,11,0,0,0
15882,2096.55,18,desktop,semi-urban,Amazon Pay Wallet,food,4,2498,1466.07,8,0,0,0
15883,1131.03,10,mobile,urban,Net Banking,travel,9,2425,666.99,7,0,0,0
15884,597.12,21,mobile,urban,Amazon Pay Wallet,fashion,9,2198,210.84,4,0,0,0
15885,4159.89,1,desktop,urban,Net Banking,fashion,13,1701,2644.01,1,0,0,0
15886,686.17,0,desktop,urban,PhonePe Wallet,fashion,32,2157,15.88,0,0,0,0
15887,3490.46,12,mobile,rural,UPI,electronics,25,976,236.42,3,0,0,0
15888,1288.96,16,desktop,urban,PhonePe Wallet,electronics,17,1678,233.05,2,0,0,0
15889,2151.26,13,tablet,semi-urban,UPI,electronics,33,1438,1170.52,9,0,0,1
15890,8148.26,16,mobile,urban,UPI,entertainment,31,1040,261.93,5,0,0,0
15891,114.2,9,mobile,semi-urban,Paytm Wallet,grocery,40,664,3161.43,10,0,0,0
15892,2081.03,16,mobile,rural,UPI,food,31,1598,1169.99,2,0,0,0
15893,5781.15,12,desktop,rural,Credit Card,electronics,5,1051,2753.78,1,0,0,0
15894,2660.01,5,mobile,urban,PhonePe Wallet,grocery,14,99,1802.88,0,0,1,0
15895,972.5,3,tablet,urban,Amazon Pay Wallet,electronics,23,690,91.6,10,0,1,0
15896,1520.9,3,mobile,semi-urban,PhonePe Wallet,fashion,29,350,2038.1,3,0,0,0
15897,3420.79,13,mobile,semi-urban,Net Banking,travel,48,1075,2373.03,4,0,0,0
15898,6644.05,3,mobile,urban,Net Banking,electronics,46,653,717.15,7,0,0,0
15899,125.8,23,tablet,semi-urban,UPI,entertainment,46,1293,1424.4,2,0,0,0
15900,222.68,22,mobile,urban,Amazon Pay Wallet,travel,9,2069,1285.98,6,0,0,0
15901,1179.36,4,mobile,urban,Net Banking,grocery,47,2391,2668.59,6,0,0,0
15902,794.94,13,mobile,rural,Credit Card,grocery,41,88,7144.74,7,0,0,0
15903,923.37,14,mobile,semi-urban,Net Banking,entertainment,20,551,987.68,2,0,0,0
15904,750.27,22,desktop,urban,Debit Card,entertainment,47,301,10852.21,0,0,0,0
15905,653.82,7,mobile,semi-urban,Credit Card,fashion,48,62,1097.23,5,0,0,0
15906,419.94,23,mobile,urban,Amazon Pay Wallet,entertainment,2,1630,2822.67,5,1,1,0
15907,8152.22,10,mobile,urban,Amazon Pay Wallet,grocery,13,1276,607.04,3,0,0,0
15908,467.12,6,mobile,semi-urban,Paytm Wallet,fashion,49,1007,3861.39,11,0,0,0
15909,685.99,22,mobile,urban,UPI,fashion,6,2338,3996.54,0,1,0,0
15910,848.15,12,desktop,urban,PhonePe Wallet,travel,28,1038,1534.15,1,0,0,0
15911,8109.85,13,mobile,semi-urban,PhonePe Wallet,travel,18,1058,2553.73,4,0,1,0
15912,4228.25,8,desktop,semi-urban,Net Banking,travel,43,1808,422.81,4,0,0,0
15913,4677.65,14,mobile,urban,UPI,food,13,75,747.36,5,0,0,0
15914,331.98,20,desktop,urban,UPI,travel,21,482,929.04,0,0,0,0
15915,5429.34,7,desktop,rural,UPI,travel,24,1639,1403.92,0,0,0,0
15916,1573.72,1,desktop,rural,Net Banking,electronics,27,785,931.81,7,0,1,0
15917,914.78,11,desktop,urban,Net Banking,grocery,33,2098,983.97,7,0,0,0
15918,2572.3,15,mobile,urban,UPI,electronics,19,1237,231.5,0,1,0,0
15919,5181,7,mobile,semi-urban,PhonePe Wallet,fashion,3,1561,890.98,0,0,0,0
15920,4524.06,0,desktop,semi-urban,Paytm Wallet,fashion,16,1752,1226.78,5,0,0,0
15921,6621.76,16,tablet,semi-urban,UPI,food,46,2504,540.51,7,0,1,0
15922,7898.78,23,desktop,urban,UPI,grocery,48,1479,393.86,4,0,0,0
15923,815.91,18,mobile,urban,UPI,food,27,1398,333.64,1,0,0,0
15924,1654.2,19,mobile,urban,Net Banking,food,19,2512,804.47,3,0,0,0
15925,44.21,12,mobile,urban,Amazon Pay Wallet,entertainment,3,610,4218.57,6,0,0,0
15926,6343.88,22,mobile,rural,Debit Card,grocery,25,896,11.17,3,0,0,0
15927,503.74,14,mobile,urban,Paytm Wallet,entertainment,4,363,403.16,0,0,0,0
15928,5930.11,12,tablet,urban,Amazon Pay Wallet,food,25,2671,553.08,5,0,1,0
15929,1198.69,2,mobile,semi-urban,Net Banking,fashion,20,2619,1159.1,5,0,0,0
15930,1377.23,15,mobile,urban,Net Banking,grocery,39,1358,861.15,11,0,0,0
15931,119.76,8,desktop,rural,PhonePe Wallet,travel,21,1155,2042.69,5,1,0,0
15932,1187.49,18,desktop,semi-urban,UPI,food,31,1856,49.32,1,0,0,0
15933,6577.53,7,mobile,urban,Paytm Wallet,grocery,44,2798,1533.47,7,0,0,0
15934,77.64,7,mobile,urban,Paytm Wallet,grocery,45,1744,1096.8,10,0,0,0
15935,1564.28,13,mobile,rural,Debit Card,grocery,22,2401,1041.18,5,0,0,0
15936,95.71,18,desktop,semi-urban,PhonePe Wallet,food,39,913,8858.7,0,0,0,0
15937,1390.51,12,desktop,rural,Amazon Pay Wallet,entertainment,3,2347,1172.57,1,0,0,0
15938,568.55,2,desktop,urban,Credit Card,electronics,29,226,2730.39,8,0,0,0
15939,871.93,4,mobile,rural,Credit Card,travel,11,1942,350.31,6,0,0,0
15940,6301.34,7,mobile,urban,Debit Card,grocery,21,2893,1667.82,11,0,0,0
15941,1718.36,5,mobile,semi-urban,Amazon Pay Wallet,food,49,2394,9249.21,1,0,0,0
15942,959.78,4,mobile,semi-urban,UPI,entertainment,38,1247,2674.14,11,0,0,0
15943,2669.96,20,desktop,semi-urban,Paytm Wallet,fashion,12,1391,440.43,6,0,0,0
15944,459.83,11,tablet,rural,UPI,travel,18,2794,930.78,2,0,0,0
15945,900.85,5,desktop,urban,Amazon Pay Wallet,grocery,8,1129,1006.36,5,0,0,0
