amount,payment_method,merchant_category,device_new,location_change,transaction_time,is_fraud
134734.53,Credit Card,Gaming,0,0,Day,0
19750.39,Debit Card,Travel & Transport,0,0,Night,0
165311.93,Credit Card,Shopping,1,1,Night,1
91282.15,Debit Card,Grocery,0,1,Day,0
131879.02,NetBanking,Travel & Transport,1,0,Night,1
124487.37,Debit Card,Healthcare,0,1,Night,1
12041.75,UPI,Entertainment,0,1,Night,0
153334.93,UPI,Food & Dining,0,1,Day,0
29133.41,UPI,Fuel,1,1,Day,0
171997.64,UPI,Travel & Transport,1,0,Night,1
191983.04,NetBanking,Gaming,0,1,Night,1
43837.27,UPI,Shopping,0,1,Day,0
71371.32,NetBanking,Subscriptions,0,1,Day,0
124978.8,NetBanking,Grocery,1,0,Day,0
171983.7,Debit Card,Grocery,1,0,Night,1
41138.97,UPI,Electronics,0,0,Day,0
183773.23,Debit Card,Shopping,1,0,Night,1
5494.36,Debit Card,Electronics,1,0,Day,0
120402.18,UPI,Food & Dining,0,1,Night,1
113409.27,UPI,Grocery,1,1,Day,1
185214.32,NetBanking,Food & Dining,0,0,Night,0
95583.03,UPI,Utilities & Bills,0,1,Night,1
181754.13,NetBanking,Utilities & Bills,0,1,Night,1
124931.48,Debit Card,Grocery,0,0,Night,0
86142.67,NetBanking,Travel & Transport,0,0,Day,0
198697.54,UPI,Electronics,1,0,Day,1
158681.57,Credit Card,Luxury Goods,1,0,Night,1
187918.96,NetBanking,Finance & Investments,0,0,Day,0
125190.16,NetBanking,Food & Dining,1,0,Night,1
75556.63,Debit Card,Education,0,1,Day,0
103473.94,NetBanking,Utilities & Bills,0,0,Night,0
127482.3,NetBanking,Entertainment,1,1,Night,1
155272.92,NetBanking,Utilities & Bills,1,1,Day,1
143499.15,Debit Card,Gaming,1,1,Day,1
128421.38,NetBanking,Shopping,1,1,Night,1
186762.76,UPI,Entertainment,0,0,Night,0
21936.41,NetBanking,Fuel,0,0,Day,0
78493.3,NetBanking,Entertainment,1,1,Night,1
185774.9,UPI,Entertainment,0,0,Night,0
97078.96,NetBanking,Education,1,1,Day,1
63714.44,NetBanking,Entertainment,1,1,Day,1
51022.44,Credit Card,Healthcare,0,1,Day,0
26657.35,Credit Card,Food & Dining,1,1,Day,0
157511.03,Credit Card,Shopping,0,0,Day,0
103341.14,Debit Card,Entertainment,0,0,Day,0
17496.51,UPI,Education,1,1,Day,0
197669.91,NetBanking,Utilities & Bills,0,1,Night,1
172868.63,Credit Card,Food & Dining,1,1,Day,1
15841.69,Credit Card,Education,1,1,Day,0
32286.78,Credit Card,Finance & Investments,1,1,Night,1
16673.47,Debit Card,Healthcare,1,1,Night,1
131211.1,Credit Card,Utilities & Bills,1,1,Day,1
177674.66,UPI,Finance & Investments,0,0,Day,0
77827.36,UPI,Shopping,1,1,Day,1
194069.07,UPI,Shopping,1,0,Night,1
91868.15,UPI,Luxury Goods,1,0,Day,1
12460.79,Credit Card,Luxury Goods,0,1,Day,0
75748.22,NetBanking,Fuel,1,0,Night,1
157292.88,UPI,Education,0,0,Day,0
85554.6,UPI,Shopping,0,0,Day,0
1264.69,Credit Card,Grocery,1,0,Night,0
65415.9,Debit Card,Travel & Transport,1,1,Night,1
191812.22,Credit Card,Healthcare,0,0,Night,0
16678.65,Debit Card,Electronics,0,0,Day,0
191437.49,NetBanking,Education,0,0,Day,0
11333.59,UPI,Entertainment,1,1,Day,0
7934.34,UPI,Entertainment,0,1,Night,0
140848.89,Credit Card,Shopping,1,1,Day,1
86890.31,Credit Card,Entertainment,1,1,Night,1
161812.79,Credit Card,Subscriptions,1,0,Day,0
135595.07,UPI,Gaming,1,1,Day,1
163436.19,UPI,Gaming,0,0,Day,0
41127.38,NetBanking,Entertainment,1,1,Night,1
19405.74,NetBanking,Grocery,0,1,Night,0
96795.6,Debit Card,Travel & Transport,1,1,Night,1
45422.89,NetBanking,Subscriptions,0,1,Night,0
178279.87,Credit Card,Fuel,1,0,Day,0
124312.42,NetBanking,Subscriptions,1,0,Day,0
53441.89,NetBanking,Healthcare,1,1,Night,1
180166.07,NetBanking,Gaming,0,1,Night,1
153147.14,UPI,Electronics,1,1,Night,1
163525.87,Debit Card,Luxury Goods,1,1,Day,1
80955.71,UPI,Healthcare,1,0,Night,1
169229.84,Debit Card,Fuel,0,1,Day,0
49398.11,Debit Card,Subscriptions,1,0,Day,0
77120.08,NetBanking,Subscriptions,1,0,Day,0
76262.65,Debit Card,Shopping,0,1,Day,0
92431.0,Debit Card,Electronics,0,0,Night,1
58897.98,UPI,Fuel,0,1,Night,1
131513.17,Debit Card,Luxury Goods,1,1,Day,1
106690.4,Debit Card,Fuel,0,1,Night,1
68313.1,NetBanking,Travel & Transport,1,1,Day,1
64578.59,NetBanking,Grocery,0,1,Day,0
151703.73,Credit Card,Food & Dining,1,1,Night,1
87863.4,NetBanking,Travel & Transport,0,0,Night,0
103214.5,NetBanking,Entertainment,1,1,Day,1
136093.88,Debit Card,Shopping,1,0,Night,1
190678.13,UPI,Electronics,1,1,Night,1
23648.87,NetBanking,Entertainment,0,0,Night,0
146732.61,Debit Card,Utilities & Bills,0,1,Day,0
17434.75,Credit Card,Subscriptions,0,1,Day,0
53401.75,Credit Card,Entertainment,0,1,Day,0
193856.66,NetBanking,Entertainment,0,1,Night,1
105629.66,NetBanking,Utilities & Bills,1,0,Day,0
71163.94,Debit Card,Healthcare,1,0,Night,1
129987.22,NetBanking,Utilities & Bills,0,1,Day,0
66895.83,Debit Card,Subscriptions,0,0,Night,0
80420.33,Debit Card,Finance & Investments,0,1,Day,0
51357.41,Credit Card,Luxury Goods,1,0,Day,1
120698.65,UPI,Utilities & Bills,1,1,Night,1
28005.66,Debit Card,Luxury Goods,1,1,Night,1
144731.49,NetBanking,Gaming,1,0,Night,1
128131.1,NetBanking,Finance & Investments,1,0,Night,1
133471.39,Credit Card,Gaming,0,0,Night,1
58349.54,UPI,Grocery,0,1,Day,0
150768.95,Credit Card,Healthcare,0,1,Night,1
88474.25,NetBanking,Healthcare,0,1,Day,0
183608.15,Debit Card,Utilities & Bills,0,1,Night,1
126581.4,UPI,Electronics,0,0,Night,1
101465.14,Credit Card,Subscriptions,1,0,Night,1
184467.93,NetBanking,Food & Dining,0,0,Day,0
164412.77,Debit Card,Education,1,1,Day,1
52943.29,NetBanking,Education,0,0,Night,0
146593.49,UPI,Finance & Investments,1,1,Night,1
15192.98,NetBanking,Healthcare,0,0,Day,0
20672.89,UPI,Gaming,0,1,Day,0
110676.18,UPI,Shopping,0,0,Day,0
174025.72,UPI,Fuel,1,1,Day,1
104337.51,NetBanking,Healthcare,1,0,Night,1
191261.31,Debit Card,Healthcare,0,0,Day,0
66153.2,Credit Card,Travel & Transport,0,0,Night,0
17386.51,NetBanking,Subscriptions,0,0,Night,0
161393.97,Credit Card,Gaming,1,0,Night,1
59886.22,Debit Card,Entertainment,1,0,Day,0
137678.63,Credit Card,Healthcare,1,0,Day,0
177289.23,NetBanking,Electronics,0,0,Day,0
112558.44,UPI,Gaming,0,1,Night,1
186304.85,Credit Card,Gaming,0,0,Day,0
78805.52,Credit Card,Travel & Transport,1,0,Night,1
123384.92,Credit Card,Luxury Goods,0,0,Night,1
113727.58,NetBanking,Subscriptions,1,0,Night,1
185618.54,Debit Card,Finance & Investments,0,0,Night,0
132914.33,Credit Card,Entertainment,0,1,Day,0
98767.7,UPI,Finance & Investments,1,1,Day,1
1025.28,NetBanking,Education,0,1,Day,0
18289.74,Debit Card,Utilities & Bills,0,0,Night,0
80136.9,NetBanking,Fuel,0,1,Night,1
39484.43,NetBanking,Entertainment,0,0,Day,0
20525.79,UPI,Food & Dining,1,1,Day,0
1717.56,Credit Card,Finance & Investments,1,1,Night,1
99042.49,NetBanking,Grocery,0,0,Night,0
180196.94,Credit Card,Travel & Transport,0,0,Day,0
116581.29,NetBanking,Finance & Investments,0,0,Night,0
155790.2,UPI,Fuel,1,0,Day,0
65748.33,UPI,Luxury Goods,1,0,Day,1
140908.46,NetBanking,Education,1,1,Day,1
41027.63,Debit Card,Education,1,0,Day,0
189336.68,Credit Card,Food & Dining,0,0,Night,0
101072.26,Credit Card,Finance & Investments,1,1,Night,1
153581.15,UPI,Electronics,1,0,Day,1
83401.24,UPI,Food & Dining,0,0,Night,0
69723.57,NetBanking,Luxury Goods,0,1,Night,1
56884.47,NetBanking,Electronics,0,1,Day,1
144683.06,UPI,Luxury Goods,0,0,Day,0
31939.61,Debit Card,Entertainment,0,0,Night,0
31437.97,NetBanking,Finance & Investments,1,0,Day,0
66267.04,Credit Card,Utilities & Bills,0,1,Night,1
149901.38,UPI,Travel & Transport,0,0,Day,0
1770.7,NetBanking,Healthcare,0,1,Night,0
168309.12,Debit Card,Healthcare,0,1,Night,1
73945.87,NetBanking,Food & Dining,1,0,Day,0
77607.19,Credit Card,Electronics,1,0,Day,1
99638.18,UPI,Healthcare,0,0,Day,0
50067.87,NetBanking,Travel & Transport,1,1,Day,1
129011.03,UPI,Grocery,1,0,Day,0
97914.4,Debit Card,Utilities & Bills,1,1,Day,1
80999.5,Credit Card,Electronics,0,0,Night,1
180998.17,Debit Card,Travel & Transport,1,1,Night,1
120489.9,Debit Card,Entertainment,0,0,Night,0
96398.15,Debit Card,Finance & Investments,1,1,Day,1
174445.6,UPI,Grocery,0,0,Night,0
48021.4,UPI,Education,1,1,Day,0
18296.18,UPI,Entertainment,1,0,Day,0
110855.9,Debit Card,Finance & Investments,1,0,Day,0
98158.53,NetBanking,Fuel,1,0,Day,0
166156.53,Credit Card,Travel & Transport,1,0,Day,0
53544.69,UPI,Grocery,1,0,Night,1
38050.23,Credit Card,Shopping,0,0,Day,0
20309.19,UPI,Luxury Goods,1,1,Night,1
36679.29,UPI,Luxury Goods,1,1,Night,1
155810.05,UPI,Utilities & Bills,1,0,Night,1
182538.32,Credit Card,Healthcare,0,1,Night,1
4593.19,UPI,Gaming,0,1,Night,1
199285.23,UPI,Gaming,0,1,Day,1
2680.07,Debit Card,Education,1,1,Night,1
24577.36,UPI,Healthcare,1,1,Day,0
21122.93,Credit Card,Shopping,0,0,Day,0
5965.95,UPI,Travel & Transport,0,1,Day,0
104414.02,UPI,Luxury Goods,0,1,Night,1
68994.64,UPI,Entertainment,1,0,Day,0
53868.77,Credit Card,Electronics,0,1,Night,1
180413.66,Debit Card,Finance & Investments,0,1,Night,1
116821.9,UPI,Grocery,0,0,Night,0
44597.63,Credit Card,Luxury Goods,0,1,Night,1
13635.95,UPI,Gaming,1,1,Night,1
174568.09,Credit Card,Entertainment,0,0,Day,0
188597.22,Credit Card,Utilities & Bills,1,1,Day,1
62417.26,Credit Card,Shopping,0,1,Day,0
197236.89,NetBanking,Grocery,1,1,Day,1
192974.15,Debit Card,Shopping,1,1,Night,1
133854.89,Debit Card,Utilities & Bills,0,0,Night,0
85149.42,NetBanking,Subscriptions,0,0,Day,0
85163.12,NetBanking,Utilities & Bills,1,1,Night,1
51617.43,Credit Card,Gaming,0,1,Day,1
75918.06,NetBanking,Food & Dining,1,0,Night,1
175644.11,UPI,Electronics,1,0,Day,1
194430.22,UPI,Utilities & Bills,0,0,Day,0
144148.16,UPI,Fuel,1,1,Day,1
45259.13,UPI,Finance & Investments,0,1,Night,0
164517.97,NetBanking,Luxury Goods,0,0,Night,1
168512.06,UPI,Luxury Goods,0,0,Night,1
177800.58,Debit Card,Gaming,1,0,Night,1
36298.37,Credit Card,Travel & Transport,0,1,Day,0
28480.7,NetBanking,Electronics,0,0,Night,0
3248.79,Credit Card,Finance & Investments,1,0,Day,0
28384.6,UPI,Subscriptions,0,0,Night,0
46353.58,Credit Card,Shopping,1,1,Day,0
188731.31,Debit Card,Healthcare,0,0,Night,0
30177.39,Credit Card,Luxury Goods,0,0,Day,0
127035.0,Debit Card,Subscriptions,0,1,Day,0
147120.04,Debit Card,Subscriptions,1,0,Day,0
100967.28,NetBanking,Gaming,0,1,Day,1
13781.43,UPI,Gaming,0,0,Day,0
55259.2,Debit Card,Education,1,1,Day,1
2208.5,UPI,Grocery,0,1,Night,0
10285.79,UPI,Gaming,0,0,Day,0
176162.1,Debit Card,Subscriptions,0,0,Day,0
19365.07,NetBanking,Luxury Goods,0,1,Night,1
88384.19,Debit Card,Electronics,0,0,Night,1
180654.78,NetBanking,Fuel,0,0,Night,0
39225.12,Credit Card,Luxury Goods,1,0,Day,0
114483.87,Credit Card,Grocery,1,0,Day,0
79840.01,UPI,Electronics,1,0,Day,1
9685.61,NetBanking,Shopping,0,1,Day,0
10176.4,UPI,Education,1,0,Day,0
92702.38,UPI,Luxury Goods,0,1,Night,1
148852.66,UPI,Education,1,1,Night,1
36650.07,Credit Card,Food & Dining,1,0,Day,0
76919.31,Debit Card,Education,0,0,Day,0
94104.88,NetBanking,Subscriptions,1,0,Day,0
161419.98,Debit Card,Entertainment,1,0,Night,1
11508.59,UPI,Grocery,0,0,Night,0
182796.51,Credit Card,Food & Dining,1,1,Night,1
111890.82,Credit Card,Luxury Goods,0,0,Day,0
147678.69,NetBanking,Subscriptions,1,0,Night,1
140189.27,UPI,Travel & Transport,1,0,Day,0
162706.72,Debit Card,Shopping,0,0,Night,0
193709.12,Credit Card,Travel & Transport,0,0,Night,0
50006.86,UPI,Healthcare,1,0,Night,1
34828.2,Debit Card,Luxury Goods,1,0,Night,1
82934.77,NetBanking,Subscriptions,1,0,Night,1
7900.07,NetBanking,Shopping,1,0,Day,0
14919.87,Credit Card,Finance & Investments,1,0,Night,0
83445.46,UPI,Finance & Investments,1,1,Day,1
14393.5,Debit Card,Luxury Goods,1,1,Day,1
141163.18,NetBanking,Luxury Goods,0,1,Day,1
31643.28,Debit Card,Travel & Transport,0,0,Day,0
42935.13,Debit Card,Travel & Transport,1,1,Day,0
196544.65,NetBanking,Luxury Goods,0,1,Night,1
85915.0,Credit Card,Education,1,0,Night,1
71192.19,Debit Card,Education,1,0,Night,1
20364.4,NetBanking,Utilities & Bills,0,1,Night,0
154475.0,Debit Card,Travel & Transport,1,1,Night,1
41400.03,Credit Card,Luxury Goods,1,0,Night,1
130649.07,Credit Card,Travel & Transport,0,0,Night,0
167276.33,Credit Card,Healthcare,1,1,Day,1
84198.33,UPI,Luxury Goods,1,1,Day,1
115031.23,Debit Card,Subscriptions,0,0,Night,0
56403.14,Debit Card,Entertainment,0,0,Night,0
175215.53,UPI,Food & Dining,1,1,Day,1
180169.55,NetBanking,Healthcare,0,0,Night,0
32694.82,Credit Card,Entertainment,1,1,Day,0
184599.37,Debit Card,Shopping,0,1,Night,1
163766.9,Credit Card,Entertainment,1,1,Day,1
571.86,UPI,Grocery,1,0,Night,0
126908.63,NetBanking,Finance & Investments,0,0,Night,0
118255.24,NetBanking,Food & Dining,1,1,Day,1
3879.67,UPI,Finance & Investments,0,0,Night,0
113896.03,Credit Card,Shopping,1,1,Day,1
39276.06,NetBanking,Utilities & Bills,0,0,Day,0
85420.87,NetBanking,Shopping,1,0,Day,0
102470.55,NetBanking,Utilities & Bills,1,0,Day,0
185355.51,UPI,Education,1,0,Day,0
23636.11,NetBanking,Electronics,1,0,Night,1
166872.78,Credit Card,Utilities & Bills,0,1,Night,1
189607.03,NetBanking,Shopping,1,0,Night,1
190259.74,Credit Card,Entertainment,0,1,Day,0
100830.99,NetBanking,Food & Dining,1,0,Day,0
179254.4,UPI,Travel & Transport,1,1,Night,1
174558.49,Credit Card,Healthcare,0,0,Night,0
102799.85,NetBanking,Utilities & Bills,0,0,Day,0
42705.46,UPI,Shopping,0,1,Night,0
70192.43,UPI,Shopping,1,1,Night,1
14837.53,UPI,Food & Dining,1,1,Night,1
159077.12,Credit Card,Shopping,1,1,Day,1
66766.66,NetBanking,Electronics,0,0,Day,0
39012.84,Credit Card,Shopping,1,0,Day,0
78058.95,Debit Card,Subscriptions,0,0,Day,0
89480.72,NetBanking,Luxury Goods,1,0,Night,1
18331.66,Debit Card,Gaming,1,1,Day,1
2589.79,UPI,Electronics,1,1,Night,1
170046.51,Debit Card,Fuel,1,0,Night,1
62052.52,Debit Card,Shopping,1,0,Day,0
147028.71,Credit Card,Electronics,1,1,Night,1
52393.18,Debit Card,Grocery,1,0,Night,1
58684.92,NetBanking,Travel & Transport,0,1,Day,0
78897.12,Credit Card,Entertainment,0,1,Day,0
77802.06,Credit Card,Entertainment,1,1,Day,1
186253.64,Credit Card,Education,0,1,Night,1
58649.82,Credit Card,Education,0,1,Night,1
164329.28,UPI,Utilities & Bills,1,0,Day,0
147292.33,Debit Card,Food & Dining,0,1,Night,1
30374.66,Credit Card,Shopping,1,1,Day,0
76793.28,NetBanking,Grocery,1,0,Day,0
26638.49,NetBanking,Utilities & Bills,0,0,Night,0
49154.92,Credit Card,Gaming,0,1,Day,0
53626.09,NetBanking,Grocery,1,0,Day,0
187847.64,Debit Card,Grocery,0,0,Day,0
87346.19,Debit Card,Gaming,0,0,Day,0
20052.23,Debit Card,Healthcare,1,1,Night,1
123834.98,UPI,Gaming,1,1,Day,1
86679.57,Credit Card,Travel & Transport,0,1,Day,0
147008.44,Debit Card,Healthcare,0,1,Night,1
42034.64,Credit Card,Education,0,0,Day,0
49796.38,UPI,Food & Dining,1,1,Night,1
110949.57,Debit Card,Finance & Investments,1,1,Day,1
56119.73,UPI,Shopping,0,1,Day,0
30865.01,NetBanking,Travel & Transport,0,0,Day,0
8560.83,Credit Card,Entertainment,0,1,Day,0
147746.57,Credit Card,Gaming,1,1,Night,1
191028.18,NetBanking,Fuel,1,1,Day,1
72802.15,Credit Card,Healthcare,1,1,Day,1
100389.02,NetBanking,Education,0,0,Night,0
110022.2,Credit Card,Education,1,0,Day,0
116084.09,UPI,Education,0,0,Night,0
158841.95,NetBanking,Luxury Goods,0,0,Night,1
6662.71,Debit Card,Utilities & Bills,0,0,Night,0
105303.07,Debit Card,Travel & Transport,1,1,Day,1
104154.04,NetBanking,Entertainment,1,1,Day,1
129766.26,NetBanking,Food & Dining,0,1,Day,0
12968.56,Debit Card,Subscriptions,1,1,Day,0
58588.13,UPI,Healthcare,0,0,Night,0
22365.24,NetBanking,Fuel,0,0,Day,0
153151.14,UPI,Grocery,0,1,Night,1
161944.63,NetBanking,Shopping,1,1,Night,1
47749.52,Credit Card,Grocery,0,0,Day,0
125945.96,Credit Card,Shopping,0,0,Day,0
179126.29,Debit Card,Grocery,0,1,Day,0
194225.21,Credit Card,Utilities & Bills,0,1,Day,0
125037.23,Debit Card,Utilities & Bills,0,0,Night,0
1958.32,UPI,Entertainment,0,1,Day,0
164906.31,NetBanking,Subscriptions,0,1,Night,1
16220.64,Credit Card,Food & Dining,1,0,Day,0
83439.66,NetBanking,Travel & Transport,0,0,Night,0
179915.24,UPI,Luxury Goods,1,0,Night,1
51291.61,Debit Card,Shopping,1,0,Night,1
64163.23,Debit Card,Healthcare,0,1,Night,1
91272.75,UPI,Electronics,0,0,Night,1
43498.14,Debit Card,Food & Dining,0,1,Night,0
99827.18,UPI,Utilities & Bills,0,1,Day,0
178541.73,Debit Card,Shopping,0,0,Night,0
58406.36,UPI,Shopping,0,0,Night,0
17885.58,Credit Card,Food & Dining,1,0,Night,0
120791.41,Credit Card,Gaming,0,1,Day,1
123681.51,UPI,Luxury Goods,1,0,Day,1
86691.8,UPI,Utilities & Bills,0,1,Night,1
193965.32,NetBanking,Entertainment,1,0,Night,1
98767.38,Debit Card,Subscriptions,0,0,Night,0
41576.09,Debit Card,Entertainment,1,1,Day,0
7204.72,NetBanking,Subscriptions,0,0,Day,0
87520.2,Debit Card,Entertainment,0,1,Day,0
42072.13,Credit Card,Luxury Goods,1,0,Day,0
15229.13,UPI,Utilities & Bills,0,1,Night,0
119654.62,Credit Card,Food & Dining,0,1,Night,1
80959.02,NetBanking,Finance & Investments,1,0,Night,1
41154.2,Debit Card,Finance & Investments,0,1,Night,0
98003.49,NetBanking,Fuel,1,0,Night,1
119204.45,UPI,Electronics,1,1,Night,1
60240.2,Credit Card,Food & Dining,1,1,Day,1
19695.52,NetBanking,Food & Dining,1,0,Day,0
99726.43,UPI,Education,0,1,Day,0
30478.92,Debit Card,Travel & Transport,0,0,Night,0
8043.92,NetBanking,Grocery,0,1,Day,0
42647.76,NetBanking,Entertainment,0,1,Night,0
170581.23,Debit Card,Electronics,0,1,Day,1
124010.99,Debit Card,Subscriptions,1,0,Night,1
27189.25,UPI,Fuel,0,1,Day,0
70042.32,Debit Card,Entertainment,0,1,Day,0
2088.15,Debit Card,Shopping,0,1,Night,0
134229.37,UPI,Utilities & Bills,0,0,Day,0
82494.94,Credit Card,Utilities & Bills,0,0,Day,0
107147.6,Credit Card,Electronics,0,1,Day,1
111779.44,Debit Card,Electronics,1,0,Night,1
158750.98,Credit Card,Entertainment,1,1,Night,1
80312.08,NetBanking,Subscriptions,1,0,Day,0
45453.27,UPI,Travel & Transport,0,0,Night,0
34496.35,NetBanking,Utilities & Bills,0,0,Day,0
193444.17,Credit Card,Utilities & Bills,1,0,Day,0
179576.56,UPI,Utilities & Bills,1,0,Day,0
58898.6,UPI,Subscriptions,0,1,Day,0
41203.38,Credit Card,Entertainment,1,1,Day,0
51534.73,Credit Card,Food & Dining,1,0,Night,1
115916.72,Debit Card,Shopping,1,1,Day,1
194600.11,Credit Card,Utilities & Bills,1,0,Night,1
164007.66,Debit Card,Electronics,0,0,Day,0
102615.31,UPI,Shopping,1,1,Night,1
20901.18,NetBanking,Fuel,1,1,Day,0
50477.18,NetBanking,Luxury Goods,0,0,Day,0
124554.34,NetBanking,Finance & Investments,1,1,Night,1
166659.3,Credit Card,Education,1,1,Night,1
181872.71,NetBanking,Travel & Transport,1,0,Day,0
98775.17,NetBanking,Healthcare,1,1,Day,1
16619.38,UPI,Luxury Goods,1,0,Night,1
7411.25,Credit Card,Travel & Transport,1,1,Night,1
31417.34,Credit Card,Food & Dining,1,0,Day,0
101900.54,UPI,Utilities & Bills,1,1,Night,1
188992.72,NetBanking,Utilities & Bills,0,0,Night,0
60569.87,Debit Card,Finance & Investments,0,1,Night,1
168734.79,UPI,Finance & Investments,0,1,Day,0
180130.41,Credit Card,Shopping,1,0,Day,0
48231.92,Credit Card,Travel & Transport,0,1,Day,0
71108.26,NetBanking,Shopping,1,1,Day,1
173947.08,Credit Card,Shopping,0,1,Night,1
123195.9,Credit Card,Food & Dining,1,0,Night,1
26171.36,Credit Card,Utilities & Bills,1,1,Day,0
2619.17,UPI,Grocery,1,1,Day,0
27405.83,Debit Card,Gaming,0,0,Night,0
122810.55,UPI,Entertainment,1,1,Night,1
16480.94,NetBanking,Grocery,0,1,Day,0
23907.92,Debit Card,Finance & Investments,0,0,Night,0
156444.48,Credit Card,Luxury Goods,0,1,Day,1
154093.58,Credit Card,Finance & Investments,1,1,Night,1
110543.98,UPI,Finance & Investments,1,0,Day,0
106590.91,UPI,Utilities & Bills,0,1,Night,1
136248.35,Credit Card,Entertainment,0,0,Day,0
134434.97,Debit Card,Finance & Investments,0,0,Night,0
85433.42,NetBanking,Entertainment,1,1,Night,1
94264.44,NetBanking,Grocery,1,1,Day,1
97712.16,UPI,Gaming,1,1,Day,1
14021.81,Debit Card,Healthcare,1,0,Day,0
142152.28,Debit Card,Travel & Transport,1,0,Day,0
179268.71,Debit Card,Finance & Investments,0,0,Day,0
79977.91,Credit Card,Travel & Transport,0,0,Night,0
176116.64,UPI,Grocery,1,0,Night,1
187141.1,Credit Card,Education,0,0,Day,0
123287.23,NetBanking,Healthcare,0,0,Night,0
167482.82,UPI,Food & Dining,1,1,Night,1
9479.03,UPI,Education,0,0,Night,0
176880.75,UPI,Electronics,0,0,Night,1
53385.59,Debit Card,Gaming,0,1,Day,1
68310.35,Credit Card,Travel & Transport,1,0,Night,1
167524.26,UPI,Food & Dining,1,1,Day,1
45170.45,UPI,Finance & Investments,0,0,Day,0
17389.65,Credit Card,Finance & Investments,1,0,Day,0
36028.29,UPI,Finance & Investments,1,0,Night,0
151120.61,NetBanking,Electronics,1,0,Day,1
161252.01,Credit Card,Healthcare,1,0,Night,1
192078.92,UPI,Utilities & Bills,1,1,Night,1
154534.74,Debit Card,Electronics,1,1,Night,1
12923.07,UPI,Entertainment,1,0,Day,0
165690.41,UPI,Luxury Goods,0,1,Day,1
97233.31,UPI,Utilities & Bills,0,0,Day,0
135276.1,Credit Card,Travel & Transport,0,0,Day,0
108440.24,UPI,Food & Dining,0,0,Day,0
65236.28,UPI,Food & Dining,1,1,Day,1
116187.73,UPI,Food & Dining,0,0,Night,0
139001.7,Debit Card,Electronics,1,1,Night,1
185785.98,Credit Card,Food & Dining,1,1,Day,1
84629.8,UPI,Electronics,0,1,Day,1
83296.91,Debit Card,Healthcare,0,0,Night,0
99490.54,Credit Card,Food & Dining,0,1,Night,1
199546.42,NetBanking,Fuel,1,1,Day,1
145541.64,UPI,Grocery,1,0,Night,1
135732.23,Debit Card,Gaming,0,0,Night,1
1002.91,UPI,Utilities & Bills,0,1,Night,0
97089.21,Debit Card,Grocery,0,1,Day,0
105286.88,NetBanking,Fuel,1,0,Night,1
17723.43,Debit Card,Electronics,0,0,Night,0
106408.39,UPI,Food & Dining,1,1,Day,1
43195.62,Credit Card,Fuel,1,0,Night,0
120144.93,Debit Card,Education,1,0,Day,0
26131.39,Credit Card,Education,1,0,Night,0
196761.3,Credit Card,Shopping,0,1,Day,0
171754.29,UPI,Travel & Transport,0,1,Night,1
99009.16,Credit Card,Subscriptions,0,1,Night,1
37834.02,Credit Card,Gaming,0,0,Day,0
123720.66,NetBanking,Fuel,0,1,Day,0
26303.99,UPI,Education,1,1,Day,0
4156.06,NetBanking,Utilities & Bills,0,0,Night,0
116885.41,UPI,Luxury Goods,1,1,Night,1
11146.65,Debit Card,Electronics,1,1,Night,1
147598.45,NetBanking,Grocery,1,1,Night,1
34005.27,Debit Card,Electronics,1,1,Night,1
166074.43,Credit Card,Subscriptions,0,0,Night,0
24732.53,Credit Card,Subscriptions,1,0,Day,0
100186.8,NetBanking,Utilities & Bills,1,1,Night,1
146297.75,UPI,Education,1,1,Day,1
75733.16,UPI,Electronics,0,0,Day,0
63569.44,Credit Card,Shopping,1,0,Day,0
81356.64,UPI,Travel & Transport,1,0,Night,1
104608.58,UPI,Utilities & Bills,1,1,Day,1
137677.74,Debit Card,Gaming,1,0,Day,1
89654.97,Debit Card,Shopping,1,1,Day,1
115683.01,UPI,Luxury Goods,1,1,Day,1
53118.82,NetBanking,Travel & Transport,1,1,Night,1
162973.38,NetBanking,Grocery,1,1,Day,1
110300.89,UPI,Electronics,1,0,Night,1
134351.54,NetBanking,Electronics,0,0,Night,1
16909.55,Credit Card,Education,0,1,Day,0
165107.67,UPI,Finance & Investments,0,0,Night,0
147306.19,Debit Card,Utilities & Bills,1,1,Day,1
56684.5,Credit Card,Luxury Goods,1,0,Day,1
17531.1,Credit Card,Luxury Goods,1,0,Night,1
39119.6,Credit Card,Grocery,1,0,Night,0
158269.62,Credit Card,Luxury Goods,1,0,Night,1
136446.6,NetBanking,Utilities & Bills,0,0,Night,0
93606.92,UPI,Education,1,1,Night,1
67856.02,UPI,Entertainment,1,0,Night,1
108141.54,Debit Card,Fuel,0,1,Day,0
60801.51,UPI,Utilities & Bills,1,0,Day,0
42166.58,UPI,Healthcare,1,1,Night,1
163058.01,Debit Card,Food & Dining,1,1,Night,1
64025.07,Credit Card,Shopping,0,0,Night,0
56908.21,Debit Card,Finance & Investments,1,1,Day,1
107903.67,NetBanking,Finance & Investments,0,1,Day,0
73461.07,Credit Card,Gaming,0,1,Night,1
141412.48,Debit Card,Gaming,0,1,Day,1
76470.07,NetBanking,Subscriptions,1,1,Night,1
147974.31,NetBanking,Entertainment,1,1,Day,1
154329.88,UPI,Utilities & Bills,1,1,Night,1
26682.82,Debit Card,Luxury Goods,1,1,Day,1
